date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Y-W,province
2021-01-25,-28.857142857142858,-7.142857142857143,1.2857142857142858,-39.42857142857143,-18.0,8.285714285714286,2021-4,Pirkanmaa
2021-02-01,-27.285714285714285,-6.0,2.0,-41.142857142857146,-18.0,8.428571428571429,2021-5,Pirkanmaa
2021-02-08,-25.0,-3.2857142857142856,13.428571428571429,-41.0,-16.428571428571427,8.142857142857142,2021-6,Pirkanmaa
2021-02-15,-26.428571428571427,-3.5714285714285716,3.857142857142857,-41.714285714285715,-17.0,8.571428571428571,2021-7,Pirkanmaa
2021-02-22,-23.142857142857142,-0.42857142857142855,16.142857142857142,-41.0,-20.857142857142858,8.0,2021-8,Pirkanmaa
2021-03-01,-28.285714285714285,-3.2857142857142856,17.714285714285715,-49.857142857142854,-35.714285714285715,9.714285714285714,2021-9,Pirkanmaa
2021-03-08,-41.42857142857143,-3.2857142857142856,-0.42857142857142855,-51.142857142857146,-27.714285714285715,11.428571428571429,2021-10,Pirkanmaa
2021-03-15,-39.57142857142857,-2.7142857142857144,19.142857142857142,-51.714285714285715,-27.142857142857142,10.714285714285714,2021-11,Pirkanmaa
2021-03-22,-37.857142857142854,-0.7142857142857143,21.857142857142858,-50.42857142857143,-26.714285714285715,10.285714285714286,2021-12,Pirkanmaa
2021-03-29,-39.0,0.14285714285714285,55.142857142857146,-52.57142857142857,-43.57142857142857,10.714285714285714,2021-13,Pirkanmaa
2021-04-05,-33.142857142857146,3.4285714285714284,18.857142857142858,-46.57142857142857,-22.142857142857142,9.142857142857142,2021-14,Pirkanmaa
2021-04-12,-24.714285714285715,9.571428571428571,75.14285714285714,-40.57142857142857,-16.0,5.857142857142857,2021-15,Pirkanmaa
2021-04-19,-20.571428571428573,6.857142857142857,40.857142857142854,-42.857142857142854,-15.285714285714286,7.0,2021-16,Pirkanmaa
2021-04-26,-19.142857142857142,8.142857142857142,66.85714285714286,-39.142857142857146,-18.0,5.571428571428571,2021-17,Pirkanmaa
2021-05-03,-15.571428571428571,9.285714285714286,51.285714285714285,-38.857142857142854,-13.285714285714286,5.714285714285714,2021-18,Pirkanmaa
2021-05-10,-7.285714285714286,16.142857142857142,166.85714285714286,-36.42857142857143,-25.0,3.7142857142857144,2021-19,Pirkanmaa
2021-05-17,-11.571428571428571,9.857142857142858,87.57142857142857,-39.42857142857143,-12.0,4.428571428571429,2021-20,Pirkanmaa
2021-05-24,-4.857142857142857,14.714285714285714,131.85714285714286,-34.857142857142854,-12.142857142857142,2.857142857142857,2021-21,Pirkanmaa
2021-05-31,4.571428571428571,24.0,210.42857142857142,-28.0,-8.428571428571429,0.8571428571428571,2021-22,Pirkanmaa
2021-06-07,2.7142857142857144,18.714285714285715,194.71428571428572,-29.285714285714285,-27.571428571428573,1.8571428571428572,2021-23,Pirkanmaa
2021-06-14,6.571428571428571,20.571428571428573,237.85714285714286,-28.0,-28.285714285714285,0.2857142857142857,2021-24,Pirkanmaa
2021-06-21,-8.714285714285714,14.714285714285714,304.2857142857143,-38.0,-44.0,-0.42857142857142855,2021-25,Pirkanmaa
2021-06-28,9.857142857142858,22.0,278.85714285714283,-24.714285714285715,-34.42857142857143,-0.14285714285714285,2021-26,Pirkanmaa
2021-07-05,10.428571428571429,21.714285714285715,286.42857142857144,-24.857142857142858,-37.714285714285715,0.7142857142857143,2021-27,Pirkanmaa
2021-07-12,11.714285714285714,22.285714285714285,305.42857142857144,-21.0,-39.0,0.42857142857142855,2021-28,Pirkanmaa
2021-07-19,12.142857142857142,21.285714285714285,274.14285714285717,-22.857142857142858,-38.285714285714285,1.7142857142857142,2021-29,Pirkanmaa
2021-07-26,5.714285714285714,17.714285714285715,201.57142857142858,-28.857142857142858,-36.857142857142854,3.4285714285714284,2021-30,Pirkanmaa
2021-08-02,7.714285714285714,19.0,196.42857142857142,-24.285714285714285,-31.428571428571427,2.857142857142857,2021-31,Pirkanmaa
2021-08-09,0.8571428571428571,16.571428571428573,145.14285714285714,-22.142857142857142,-25.857142857142858,2.4285714285714284,2021-32,Pirkanmaa
2021-08-16,-2.5714285714285716,13.428571428571429,105.28571428571429,-22.428571428571427,-23.142857142857142,3.0,2021-33,Pirkanmaa
2021-08-23,-0.5714285714285714,14.0,137.57142857142858,-21.428571428571427,-17.428571428571427,2.0,2021-34,Pirkanmaa
2021-08-30,2.0,14.571428571428571,104.28571428571429,-22.142857142857142,-14.285714285714286,2.857142857142857,2021-35,Pirkanmaa
2021-09-06,-2.142857142857143,11.0,111.28571428571429,-23.571428571428573,-15.285714285714286,3.0,2021-36,Pirkanmaa
2021-09-13,-3.2857142857142856,9.428571428571429,85.14285714285714,-23.857142857142858,-17.0,2.2857142857142856,2021-37,Pirkanmaa
2021-09-20,-2.7142857142857144,8.571428571428571,89.28571428571429,-27.571428571428573,-16.714285714285715,2.857142857142857,2021-38,Pirkanmaa
2021-09-27,-3.0,6.571428571428571,67.57142857142857,-30.0,-20.571428571428573,2.7142857142857144,2021-39,Pirkanmaa
2021-10-04,-7.571428571428571,4.142857142857143,48.142857142857146,-30.571428571428573,-20.714285714285715,3.5714285714285716,2021-40,Pirkanmaa
2021-10-11,-4.857142857142857,3.4285714285714284,50.714285714285715,-31.428571428571427,-23.285714285714285,3.857142857142857,2021-41,Pirkanmaa
2021-10-18,-7.0,1.5714285714285714,39.0,-33.42857142857143,-30.285714285714285,5.0,2021-42,Pirkanmaa
2021-10-25,-3.5714285714285716,5.428571428571429,38.285714285714285,-28.571428571428573,-19.0,3.4285714285714284,2021-43,Pirkanmaa
2021-11-01,-5.857142857142857,3.5714285714285716,24.714285714285715,-30.285714285714285,-20.571428571428573,4.142857142857143,2021-44,Pirkanmaa
2021-11-08,-6.428571428571429,3.2857142857142856,17.0,-29.714285714285715,-21.142857142857142,4.142857142857143,2021-45,Pirkanmaa
2021-11-15,-7.142857142857143,4.142857142857143,10.142857142857142,-29.0,-20.571428571428573,4.714285714285714,2021-46,Pirkanmaa
2021-11-22,-6.142857142857143,5.285714285714286,5.428571428571429,-27.857142857142858,-21.428571428571427,5.0,2021-47,Pirkanmaa
2021-11-29,-13.285714285714286,4.285714285714286,-0.2857142857142857,-32.42857142857143,-31.714285714285715,8.0,2021-48,Pirkanmaa
2021-12-06,-10.285714285714286,6.285714285714286,-5.0,-30.571428571428573,-21.285714285714285,6.714285714285714,2021-49,Pirkanmaa
2021-12-13,-1.5714285714285714,14.285714285714286,-1.8571428571428572,-28.428571428571427,-22.0,5.857142857142857,2021-50,Pirkanmaa
2021-12-20,-32.285714285714285,-5.571428571428571,7.285714285714286,-48.285714285714285,-52.0,10.0,2021-51,Pirkanmaa
2021-12-27,-23.25,5.0,43.0,-48.5,-58.75,14.25,2021-52,Pirkanmaa
2020-12-28,-37.75,-14.5,10.25,-42.25,-35.0,12.0,2020-53,Ostrobothnia
2021-01-04,-28.142857142857142,-3.7142857142857144,9.285714285714286,-42.57142857142857,-24.285714285714285,10.571428571428571,2021-1,Ostrobothnia
2021-01-11,-25.857142857142858,-5.428571428571429,15.285714285714286,-42.142857142857146,-11.857142857142858,7.428571428571429,2021-2,Ostrobothnia
2021-01-18,-27.142857142857142,-6.428571428571429,2.142857142857143,-43.857142857142854,-12.714285714285714,7.428571428571429,2021-3,Ostrobothnia
2021-01-25,-26.428571428571427,-3.857142857142857,6.571428571428571,-43.285714285714285,-14.142857142857142,7.571428571428571,2021-4,Ostrobothnia
2021-02-01,-27.428571428571427,-3.857142857142857,16.428571428571427,-45.142857142857146,-14.857142857142858,8.285714285714286,2021-5,Ostrobothnia
2021-02-08,-22.428571428571427,1.1428571428571428,29.142857142857142,-42.0,-13.571428571428571,7.0,2021-6,Ostrobothnia
2021-02-15,-24.142857142857142,0.0,6.285714285714286,-43.714285714285715,-13.857142857142858,8.142857142857142,2021-7,Ostrobothnia
2021-02-22,-21.428571428571427,3.857142857142857,20.0,-43.285714285714285,-19.0,7.142857142857143,2021-8,Ostrobothnia
2021-03-01,-26.857142857142858,0.7142857142857143,0.0,-48.57142857142857,-35.142857142857146,9.285714285714286,2021-9,Ostrobothnia
2021-03-08,-36.57142857142857,5.285714285714286,14.714285714285714,-48.714285714285715,-21.714285714285715,9.714285714285714,2021-10,Ostrobothnia
2021-03-15,-33.285714285714285,5.714285714285714,8.142857142857142,-46.285714285714285,-19.857142857142858,8.428571428571429,2021-11,Ostrobothnia
2021-03-22,-30.0,10.142857142857142,10.571428571428571,-42.57142857142857,-17.285714285714285,7.571428571428571,2021-12,Ostrobothnia
2021-03-29,-33.285714285714285,12.571428571428571,24.142857142857142,-36.857142857142854,-33.42857142857143,8.285714285714286,2021-13,Ostrobothnia
2021-04-05,-22.714285714285715,10.714285714285714,23.0,-36.0,-11.428571428571429,6.142857142857143,2021-14,Ostrobothnia
2021-04-12,-13.142857142857142,12.0,14.0,-34.42857142857143,-9.0,3.5714285714285716,2021-15,Ostrobothnia
2021-04-19,-12.714285714285714,9.142857142857142,-2.4285714285714284,-39.57142857142857,-9.285714285714286,5.714285714285714,2021-16,Ostrobothnia
2021-04-26,-4.142857142857143,14.571428571428571,12.714285714285714,-33.285714285714285,-11.285714285714286,2.5714285714285716,2021-17,Ostrobothnia
2021-05-03,-0.14285714285714285,16.571428571428573,12.142857142857142,-29.714285714285715,-5.571428571428571,2.0,2021-18,Ostrobothnia
2021-05-10,2.2857142857142856,19.142857142857142,12.714285714285714,-26.857142857142858,-21.142857142857142,1.8571428571428572,2021-19,Ostrobothnia
2021-05-17,0.2857142857142857,16.0,26.285714285714285,-32.42857142857143,-7.0,3.0,2021-20,Ostrobothnia
2021-05-24,9.857142857142858,21.142857142857142,24.428571428571427,-22.428571428571427,-7.857142857142857,0.14285714285714285,2021-21,Ostrobothnia
2021-05-31,22.142857142857142,29.428571428571427,30.285714285714285,-20.428571428571427,-5.428571428571429,-1.8571428571428572,2021-22,Ostrobothnia
2021-06-07,15.571428571428571,25.142857142857142,23.714285714285715,-23.285714285714285,-25.285714285714285,-0.5714285714285714,2021-23,Ostrobothnia
2021-06-14,13.0,25.285714285714285,22.428571428571427,-16.428571428571427,-26.0,-0.5714285714285714,2021-24,Ostrobothnia
2021-06-21,-3.142857142857143,24.571428571428573,0.0,-17.714285714285715,-42.142857142857146,-3.5714285714285716,2021-25,Ostrobothnia
2021-06-28,22.285714285714285,31.142857142857142,0.0,-7.428571428571429,-33.285714285714285,-3.2857142857142856,2021-26,Ostrobothnia
2021-07-05,24.571428571428573,31.142857142857142,0.0,-5.428571428571429,-38.57142857142857,-1.5714285714285714,2021-27,Ostrobothnia
2021-07-12,30.428571428571427,34.857142857142854,30.285714285714285,19.428571428571427,-39.57142857142857,-2.2857142857142856,2021-28,Ostrobothnia
2021-07-19,28.857142857142858,29.428571428571427,0.0,-5.142857142857143,-39.285714285714285,-1.0,2021-29,Ostrobothnia
2021-07-26,17.428571428571427,27.0,21.285714285714285,-14.857142857142858,-37.42857142857143,0.2857142857142857,2021-30,Ostrobothnia
2021-08-02,18.857142857142858,26.857142857142858,15.714285714285714,-16.857142857142858,-31.285714285714285,-0.14285714285714285,2021-31,Ostrobothnia
2021-08-09,11.714285714285714,24.571428571428573,19.142857142857142,-12.142857142857142,-25.285714285714285,0.14285714285714285,2021-32,Ostrobothnia
2021-08-16,0.42857142857142855,18.714285714285715,15.142857142857142,-19.285714285714285,-21.857142857142858,1.5714285714285714,2021-33,Ostrobothnia
2021-08-23,-0.7142857142857143,18.571428571428573,28.428571428571427,-15.428571428571429,-20.0,-1.5714285714285714,2021-34,Ostrobothnia
2021-08-30,3.2857142857142856,20.428571428571427,15.428571428571429,-16.285714285714285,-15.714285714285714,1.5714285714285714,2021-35,Ostrobothnia
2021-09-06,-1.4285714285714286,17.714285714285715,6.0,-15.0,-14.857142857142858,1.5714285714285714,2021-36,Ostrobothnia
2021-09-13,-2.857142857142857,14.571428571428571,13.714285714285714,-18.428571428571427,-16.142857142857142,0.5714285714285714,2021-37,Ostrobothnia
2021-09-20,-3.2857142857142856,12.571428571428571,21.0,-15.285714285714286,-15.142857142857142,1.0,2021-38,Ostrobothnia
2021-09-27,-2.142857142857143,9.714285714285714,11.428571428571429,-12.428571428571429,-18.714285714285715,1.2857142857142858,2021-39,Ostrobothnia
2021-10-04,-8.714285714285714,5.571428571428571,8.428571428571429,-27.428571428571427,-19.857142857142858,2.2857142857142856,2021-40,Ostrobothnia
2021-10-11,-7.142857142857143,5.285714285714286,28.0,-22.428571428571427,-22.285714285714285,2.857142857142857,2021-41,Ostrobothnia
2021-10-18,-8.285714285714286,3.7142857142857144,27.0,-16.0,-30.714285714285715,4.0,2021-42,Ostrobothnia
2021-10-25,-7.0,7.428571428571429,19.285714285714285,-20.857142857142858,-19.285714285714285,2.5714285714285716,2021-43,Ostrobothnia
2021-11-01,-9.857142857142858,6.142857142857143,16.714285714285715,-19.285714285714285,-20.142857142857142,3.0,2021-44,Ostrobothnia
2021-11-08,-8.142857142857142,6.0,20.857142857142858,-15.142857142857142,-19.714285714285715,3.4285714285714284,2021-45,Ostrobothnia
2021-11-15,-5.285714285714286,5.285714285714286,18.571428571428573,-15.285714285714286,-19.714285714285715,3.7142857142857144,2021-46,Ostrobothnia
2021-11-22,-5.428571428571429,4.142857142857143,7.714285714285714,-19.0,-21.142857142857142,4.571428571428571,2021-47,Ostrobothnia
2021-11-29,-16.142857142857142,2.857142857142857,7.285714285714286,-21.571428571428573,-31.0,7.571428571428571,2021-48,Ostrobothnia
2021-12-06,-7.142857142857143,7.714285714285714,12.857142857142858,-22.714285714285715,-19.0,5.285714285714286,2021-49,Ostrobothnia
2021-12-13,0.2857142857142857,15.714285714285714,14.714285714285714,-22.428571428571427,-19.428571428571427,5.0,2021-50,Ostrobothnia
2021-12-20,-27.571428571428573,2.857142857142857,9.857142857142858,-20.857142857142858,-49.42857142857143,10.714285714285714,2021-51,Ostrobothnia
2021-12-27,-20.25,8.25,0.0,-30.75,-58.0,13.75,2021-52,Ostrobothnia
2020-12-28,-38.0,-16.0,38.5,-35.5,-33.75,11.0,2020-53,North Karelia
2021-01-04,-28.857142857142858,-9.571428571428571,0.0,-42.714285714285715,-25.0,10.285714285714286,2021-1,North Karelia
2021-01-11,-28.428571428571427,-11.142857142857142,-7.714285714285714,-37.285714285714285,-13.857142857142858,9.0,2021-2,North Karelia
2021-01-18,-26.285714285714285,-10.428571428571429,4.714285714285714,-37.0,-12.428571428571429,7.0,2021-3,North Karelia
2021-01-25,-24.857142857142858,-7.142857142857143,9.857142857142858,-37.0,-11.428571428571429,6.285714285714286,2021-4,North Karelia
2021-02-01,-24.714285714285715,-6.857142857142857,4.285714285714286,-34.857142857142854,-10.714285714285714,7.428571428571429,2021-5,North Karelia
2021-02-08,-22.571428571428573,-4.571428571428571,5.285714285714286,-34.857142857142854,-8.857142857142858,6.857142857142857,2021-6,North Karelia
2021-02-15,-22.142857142857142,-7.0,1.0,-33.142857142857146,-10.0,7.571428571428571,2021-7,North Karelia
2021-02-22,-17.285714285714285,-1.2857142857142858,14.857142857142858,-27.571428571428573,-8.714285714285714,6.285714285714286,2021-8,North Karelia
2021-03-01,-16.571428571428573,-0.8571428571428571,11.142857142857142,-34.714285714285715,-15.0,6.714285714285714,2021-9,North Karelia
2021-03-08,-21.714285714285715,-2.857142857142857,15.857142857142858,-38.285714285714285,-27.428571428571427,8.285714285714286,2021-10,North Karelia
2021-03-15,-19.714285714285715,-1.2857142857142858,9.571428571428571,-36.0,-8.142857142857142,6.142857142857143,2021-11,North Karelia
2021-03-22,-18.142857142857142,1.7142857142857142,17.285714285714285,-34.57142857142857,-7.857142857142857,5.285714285714286,2021-12,North Karelia
2021-03-29,-33.57142857142857,3.857142857142857,29.571428571428573,-32.0,-31.571428571428573,7.428571428571429,2021-13,North Karelia
2021-04-05,-21.142857142857142,4.571428571428571,11.285714285714286,-30.714285714285715,-8.857142857142858,5.571428571428571,2021-14,North Karelia
2021-04-12,-13.285714285714286,7.857142857142857,31.142857142857142,-26.571428571428573,-5.285714285714286,3.142857142857143,2021-15,North Karelia
2021-04-19,-9.285714285714286,4.0,6.714285714285714,-28.571428571428573,-4.857142857142857,4.714285714285714,2021-16,North Karelia
2021-04-26,-6.571428571428571,5.857142857142857,21.714285714285715,-27.857142857142858,-7.571428571428571,2.857142857142857,2021-17,North Karelia
2021-05-03,-2.142857142857143,8.571428571428571,22.0,-27.857142857142858,-3.2857142857142856,3.857142857142857,2021-18,North Karelia
2021-05-10,11.428571428571429,16.571428571428573,23.285714285714285,-18.285714285714285,-16.428571428571427,-0.5714285714285714,2021-19,North Karelia
2021-05-17,4.857142857142857,9.428571428571429,26.857142857142858,-24.285714285714285,-2.142857142857143,1.1428571428571428,2021-20,North Karelia
2021-05-24,9.142857142857142,10.714285714285714,20.142857142857142,-22.714285714285715,-1.7142857142857142,0.14285714285714285,2021-21,North Karelia
2021-05-31,24.714285714285715,18.571428571428573,0.0,-15.142857142857142,0.2857142857142857,-2.5714285714285716,2021-22,North Karelia
2021-06-07,24.285714285714285,16.714285714285715,47.285714285714285,-13.142857142857142,-19.0,-1.2857142857142858,2021-23,North Karelia
2021-06-14,24.285714285714285,18.571428571428573,0.0,-13.857142857142858,-19.285714285714285,-2.0,2021-24,North Karelia
2021-06-21,13.857142857142858,22.0,0.0,-7.142857142857143,-34.142857142857146,-3.4285714285714284,2021-25,North Karelia
2021-06-28,36.0,25.571428571428573,0.0,-11.0,-23.428571428571427,-2.7142857142857144,2021-26,North Karelia
2021-07-05,40.0,28.714285714285715,0.0,-5.0,-27.714285714285715,-2.142857142857143,2021-27,North Karelia
2021-07-12,40.714285714285715,28.142857142857142,0.0,1.1428571428571428,-30.0,-1.8571428571428572,2021-28,North Karelia
2021-07-19,35.142857142857146,24.142857142857142,0.0,-2.142857142857143,-30.142857142857142,0.2857142857142857,2021-29,North Karelia
2021-07-26,29.0,20.0,0.0,-0.14285714285714285,-27.142857142857142,0.42857142857142855,2021-30,North Karelia
2021-08-02,29.285714285714285,18.714285714285715,0.0,-3.5714285714285716,-22.857142857142858,0.7142857142857143,2021-31,North Karelia
2021-08-09,19.857142857142858,14.571428571428571,23.142857142857142,-1.7142857142857142,-15.714285714285714,-0.5714285714285714,2021-32,North Karelia
2021-08-16,13.571428571428571,10.428571428571429,0.0,1.2857142857142858,-12.428571428571429,-0.2857142857142857,2021-33,North Karelia
2021-08-23,20.142857142857142,8.0,0.0,-2.7142857142857144,-8.285714285714286,-0.8571428571428571,2021-34,North Karelia
2021-08-30,29.428571428571427,9.571428571428571,18.714285714285715,-4.285714285714286,-5.142857142857143,0.0,2021-35,North Karelia
2021-09-06,25.428571428571427,9.0,20.285714285714285,-1.4285714285714286,-6.857142857142857,0.2857142857142857,2021-36,North Karelia
2021-09-13,22.0,5.142857142857143,23.571428571428573,-4.714285714285714,-9.0,0.2857142857142857,2021-37,North Karelia
2021-09-20,20.285714285714285,3.2857142857142856,12.714285714285714,-5.0,-8.285714285714286,1.0,2021-38,North Karelia
2021-09-27,17.714285714285715,-0.5714285714285714,19.714285714285715,-11.857142857142858,-12.285714285714286,0.5714285714285714,2021-39,North Karelia
2021-10-04,16.142857142857142,-2.857142857142857,22.0,-22.428571428571427,-13.714285714285714,1.4285714285714286,2021-40,North Karelia
2021-10-11,15.428571428571429,-3.857142857142857,35.0,-27.714285714285715,-16.285714285714285,2.142857142857143,2021-41,North Karelia
2021-10-18,13.428571428571429,-4.857142857142857,28.857142857142858,-25.142857142857142,-25.0,3.857142857142857,2021-42,North Karelia
2021-10-25,11.428571428571429,-3.0,34.714285714285715,-28.857142857142858,-11.571428571428571,2.142857142857143,2021-43,North Karelia
2021-11-01,4.428571428571429,-4.142857142857143,24.142857142857142,-32.42857142857143,-13.857142857142858,2.857142857142857,2021-44,North Karelia
2021-11-08,3.4285714285714284,-5.285714285714286,21.571428571428573,-29.285714285714285,-14.0,3.5714285714285716,2021-45,North Karelia
2021-11-15,3.142857142857143,-4.857142857142857,19.142857142857142,-18.857142857142858,-13.428571428571429,4.142857142857143,2021-46,North Karelia
2021-11-22,3.0,-5.857142857142857,9.142857142857142,-20.857142857142858,-13.571428571428571,4.714285714285714,2021-47,North Karelia
2021-11-29,-5.857142857142857,-5.142857142857143,8.428571428571429,-25.571428571428573,-24.142857142857142,6.857142857142857,2021-48,North Karelia
2021-12-06,7.857142857142857,-1.4285714285714286,9.571428571428571,-25.0,-11.142857142857142,5.0,2021-49,North Karelia
2021-12-13,10.142857142857142,3.142857142857143,8.0,-25.142857142857142,-11.142857142857142,4.857142857142857,2021-50,North Karelia
2021-12-20,-18.571428571428573,-7.714285714285714,12.714285714285714,-16.714285714285715,-41.857142857142854,9.714285714285714,2021-51,North Karelia
2021-12-27,-10.75,0.0,20.25,-30.75,-47.5,12.25,2021-52,North Karelia
2020-12-28,-31.25,-19.5,76.0,-42.75,-37.25,12.5,2020-53,Northern Ostrobothnia
2021-01-04,-25.714285714285715,-11.0,41.142857142857146,-43.57142857142857,-30.714285714285715,12.285714285714286,2021-1,Northern Ostrobothnia
2021-01-11,-27.285714285714285,-12.857142857142858,19.285714285714285,-42.42857142857143,-19.714285714285715,10.142857142857142,2021-2,Northern Ostrobothnia
2021-01-18,-27.857142857142858,-11.428571428571429,28.285714285714285,-41.42857142857143,-18.857142857142858,9.0,2021-3,Northern Ostrobothnia
2021-01-25,-25.0,-8.142857142857142,36.857142857142854,-37.857142857142854,-17.0,8.285714285714286,2021-4,Northern Ostrobothnia
2021-02-01,-23.857142857142858,-6.428571428571429,38.285714285714285,-40.285714285714285,-16.857142857142858,8.571428571428571,2021-5,Northern Ostrobothnia
2021-02-08,-20.571428571428573,-3.7142857142857144,40.57142857142857,-39.0,-15.714285714285714,8.428571428571429,2021-6,Northern Ostrobothnia
2021-02-15,-20.285714285714285,-3.7142857142857144,33.0,-37.142857142857146,-15.285714285714286,8.571428571428571,2021-7,Northern Ostrobothnia
2021-02-22,-15.857142857142858,0.42857142857142855,78.0,-32.857142857142854,-15.0,7.285714285714286,2021-8,Northern Ostrobothnia
2021-03-01,-17.571428571428573,0.42857142857142855,80.28571428571429,-38.285714285714285,-21.571428571428573,7.714285714285714,2021-9,Northern Ostrobothnia
2021-03-08,-30.285714285714285,-1.4285714285714286,85.14285714285714,-46.857142857142854,-37.42857142857143,8.857142857142858,2021-10,Northern Ostrobothnia
2021-03-15,-27.0,1.7142857142857142,76.14285714285714,-41.142857142857146,-16.857142857142858,7.714285714285714,2021-11,Northern Ostrobothnia
2021-03-22,-24.285714285714285,4.0,73.85714285714286,-38.714285714285715,-16.0,7.142857142857143,2021-12,Northern Ostrobothnia
2021-03-29,-26.714285714285715,4.285714285714286,122.57142857142857,-43.42857142857143,-36.0,7.571428571428571,2021-13,Northern Ostrobothnia
2021-04-05,-13.571428571428571,4.0,64.71428571428571,-37.714285714285715,-14.857142857142858,6.857142857142857,2021-14,Northern Ostrobothnia
2021-04-12,-4.142857142857143,7.857142857142857,87.57142857142857,-32.285714285714285,-12.0,4.714285714285714,2021-15,Northern Ostrobothnia
2021-04-19,-7.142857142857143,6.0,48.57142857142857,-36.0,-12.857142857142858,6.142857142857143,2021-16,Northern Ostrobothnia
2021-04-26,-8.285714285714286,6.714285714285714,96.71428571428571,-33.142857142857146,-14.571428571428571,5.0,2021-17,Northern Ostrobothnia
2021-05-03,-4.0,8.428571428571429,71.42857142857143,-33.285714285714285,-10.714285714285714,4.571428571428571,2021-18,Northern Ostrobothnia
2021-05-10,3.142857142857143,14.0,83.14285714285714,-28.857142857142858,-24.428571428571427,3.5714285714285716,2021-19,Northern Ostrobothnia
2021-05-17,-6.857142857142857,6.714285714285714,53.857142857142854,-37.0,-13.0,5.571428571428571,2021-20,Northern Ostrobothnia
2021-05-24,3.4285714285714284,13.571428571428571,117.85714285714286,-27.571428571428573,-11.571428571428571,2.7142857142857144,2021-21,Northern Ostrobothnia
2021-05-31,17.428571428571427,24.714285714285715,84.71428571428571,-21.0,-8.285714285714286,1.0,2021-22,Northern Ostrobothnia
2021-06-07,15.0,20.428571428571427,60.42857142857143,-24.0,-30.428571428571427,1.5714285714285714,2021-23,Northern Ostrobothnia
2021-06-14,13.571428571428571,16.571428571428573,86.0,-24.857142857142858,-30.857142857142858,2.5714285714285716,2021-24,Northern Ostrobothnia
2021-06-21,5.0,17.428571428571427,105.57142857142857,-27.142857142857142,-45.0,-0.2857142857142857,2021-25,Northern Ostrobothnia
2021-06-28,26.714285714285715,26.0,123.14285714285714,-17.0,-37.42857142857143,0.0,2021-26,Northern Ostrobothnia
2021-07-05,26.428571428571427,26.142857142857142,103.14285714285714,-17.142857142857142,-41.0,1.1428571428571428,2021-27,Northern Ostrobothnia
2021-07-12,28.571428571428573,24.0,93.14285714285714,-16.857142857142858,-41.714285714285715,1.4285714285714286,2021-28,Northern Ostrobothnia
2021-07-19,26.0,21.0,99.28571428571429,-20.571428571428573,-40.714285714285715,2.142857142857143,2021-29,Northern Ostrobothnia
2021-07-26,27.0,21.142857142857142,83.14285714285714,-17.714285714285715,-38.285714285714285,2.4285714285714284,2021-30,Northern Ostrobothnia
2021-08-02,22.428571428571427,18.714285714285715,74.57142857142857,-20.142857142857142,-32.42857142857143,2.7142857142857144,2021-31,Northern Ostrobothnia
2021-08-09,12.857142857142858,16.0,53.42857142857143,-19.714285714285715,-27.428571428571427,2.142857142857143,2021-32,Northern Ostrobothnia
2021-08-16,8.714285714285714,13.428571428571429,97.57142857142857,-19.142857142857142,-25.285714285714285,2.857142857142857,2021-33,Northern Ostrobothnia
2021-08-23,7.142857142857143,12.0,137.28571428571428,-18.428571428571427,-19.285714285714285,1.5714285714285714,2021-34,Northern Ostrobothnia
2021-08-30,12.714285714285714,14.285714285714286,94.42857142857143,-17.857142857142858,-14.714285714285714,2.142857142857143,2021-35,Northern Ostrobothnia
2021-09-06,11.428571428571429,12.571428571428571,109.0,-22.142857142857142,-15.142857142857142,2.0,2021-36,Northern Ostrobothnia
2021-09-13,8.857142857142858,8.714285714285714,93.57142857142857,-25.285714285714285,-17.714285714285715,1.8571428571428572,2021-37,Northern Ostrobothnia
2021-09-20,8.857142857142858,5.428571428571429,82.85714285714286,-21.285714285714285,-18.0,2.2857142857142856,2021-38,Northern Ostrobothnia
2021-09-27,4.285714285714286,0.7142857142857143,115.42857142857143,-27.285714285714285,-22.428571428571427,2.0,2021-39,Northern Ostrobothnia
2021-10-04,-2.142857142857143,-1.7142857142857142,97.14285714285714,-31.0,-23.714285714285715,3.142857142857143,2021-40,Northern Ostrobothnia
2021-10-11,0.8571428571428571,-0.8571428571428571,87.0,-31.142857142857142,-23.428571428571427,3.857142857142857,2021-41,Northern Ostrobothnia
2021-10-18,2.0,-1.1428571428571428,68.0,-26.428571428571427,-27.571428571428573,4.428571428571429,2021-42,Northern Ostrobothnia
2021-10-25,-1.5714285714285714,-3.2857142857142856,78.0,-32.142857142857146,-34.857142857142854,4.142857142857143,2021-43,Northern Ostrobothnia
2021-11-01,-1.7142857142857142,-2.4285714285714284,65.14285714285714,-29.142857142857142,-23.0,4.0,2021-44,Northern Ostrobothnia
2021-11-08,-3.5714285714285716,-3.5714285714285716,45.285714285714285,-29.714285714285715,-23.285714285714285,4.571428571428571,2021-45,Northern Ostrobothnia
2021-11-15,0.14285714285714285,-2.857142857142857,61.42857142857143,-26.285714285714285,-22.571428571428573,4.571428571428571,2021-46,Northern Ostrobothnia
2021-11-22,-4.285714285714286,-3.5714285714285716,36.285714285714285,-30.857142857142858,-24.428571428571427,5.857142857142857,2021-47,Northern Ostrobothnia
